,Name,Club,Wage,Attack,Handling_Passing,Physical,Defense,Mental,Goal Keeping
3116,E. Hussain,Molde FK,4.0,551.0,340.0,456.0,268.0,202.0,55.0
3117,21 Bernard,Everton,66.0,610.0,372.0,507.0,150.0,219.0,52.0
3118,21 M. Bruno,Royal Charleroi S.C.,11.0,603.0,359.0,499.0,170.0,211.0,60.0
3119,I. Hayden,Newcastle United,34.0,471.0,360.0,455.0,308.0,218.0,52.0
3120,Iván Alejo,Cádiz CF,25.0,582.0,364.0,496.0,184.0,197.0,59.0
3121,J. Tarkowski,Burnley,46.0,482.0,344.0,460.0,329.0,200.0,50.0
3122,K. Imeri,Servette FC,5.0,564.0,333.0,504.0,237.0,171.0,60.0
3123,A. Ciobanu,FC Farul Constanța,5.0,610.0,344.0,521.0,169.0,201.0,59.0
3124,Carlitos,Panathinaikos FC,750.0,626.0,348.0,535.0,140.0,227.0,49.0
3125,Dodi,Kashiwa Reysol,5.0,533.0,353.0,493.0,231.0,194.0,67.0
3126,18 T. Masilela,Kaizer Chiefs,1.0,476.0,316.0,544.0,284.0,200.0,50.0
3127,A. Sagal,Gazişehir Gaziantep F.K.,9.0,563.0,338.0,523.0,219.0,201.0,58.0
3128,W. Montoya,Cruz Azul,44.0,529.0,360.0,519.0,206.0,208.0,59.0
3129,K. Molino,Columbus Crew,5.0,591.0,343.0,510.0,190.0,216.0,43.0
3130,A. Soñora,Club Atlético Independiente,6.0,545.0,373.0,481.0,246.0,210.0,49.0
3131,N. Boilesen,F.C. København,15.0,494.0,334.0,496.0,275.0,197.0,67.0
3132,Igor Silva,FC Lorient,9.0,510.0,330.0,528.0,255.0,184.0,51.0
3133,J. Foyth,Villarreal CF,22.0,478.0,349.0,489.0,300.0,188.0,53.0
3134,N. Đurđić,Degerfors IF,2.0,585.0,325.0,482.0,230.0,225.0,55.0
3135,P. Chavarría,Málaga CF,8.0,597.0,352.0,512.0,183.0,215.0,55.0
3136,M. Tanković,AEK Athens,1.0,607.0,356.0,517.0,149.0,213.0,49.0
3137,18 Wallyson Mallmann,Vitória de Setúbal,5.0,615.0,329.0,454.0,240.0,198.0,57.0
3138,19 A. Elek,0,0.0,548.0,319.0,462.0,282.0,218.0,49.0
3139,M. Pektemek,Yukatel Kayserispor,6.0,609.0,325.0,470.0,237.0,202.0,47.0
3140,R. Hatate,Kawasaki Frontale,5.0,542.0,345.0,493.0,260.0,191.0,38.0
3141,M. Ristić,Montpellier Hérault SC,19.0,515.0,340.0,494.0,272.0,204.0,42.0
3142,19 Luiz Adriano,Spartak Moskva,2.0,632.0,353.0,528.0,113.0,224.0,57.0
3143,H. Jimenez,Austin FC,2.0,549.0,319.0,488.0,253.0,194.0,64.0
3144,21 A. Surman,Milton Keynes Dons,5.0,573.0,346.0,424.0,265.0,206.0,61.0
3145,T. Pobega,Torino F.C.,12.0,539.0,344.0,479.0,261.0,191.0,50.0
3146,H. Dalsgaard,FC Midtjylland,20.0,513.0,317.0,489.0,289.0,194.0,55.0
3147,N. Sangaré,Fenerbahçe SK,32.0,445.0,327.0,566.0,268.0,206.0,54.0
3148,K. Théophile-Catherine,Dinamo Zagreb,700.0,489.0,325.0,535.0,301.0,174.0,41.0
3149,Aarón,1. FSV Mainz 05,17.0,509.0,348.0,473.0,277.0,204.0,59.0
3150,M. Bradley,Toronto FC,6.0,580.0,363.0,394.0,272.0,196.0,69.0
3151,18 R. Raţ,Rayo Vallecano,5.0,564.0,319.0,455.0,282.0,197.0,58.0
3152,H. Nielsen,SpVgg Greuther Fürth,19.0,569.0,347.0,514.0,178.0,216.0,72.0
3153,J. Vela,Shrewsbury Town,4.0,507.0,324.0,517.0,270.0,194.0,59.0
3154,D. Villalpando,Puebla FC,5.0,585.0,365.0,475.0,211.0,197.0,57.0
3155,C. Brannagan,Oxford United,4.0,571.0,334.0,467.0,266.0,189.0,47.0
3156,S. Chukwueze,Villarreal CF,27.0,590.0,360.0,543.0,145.0,219.0,42.0
3157,O. Toivonen,Malmö FF,8.0,672.0,375.0,402.0,183.0,232.0,49.0
3158,Zainadine,Clube Sport Marítimo,10.0,490.0,285.0,517.0,311.0,182.0,68.0
3159,P. Schürpf,FC Luzern,6.0,595.0,322.0,460.0,237.0,199.0,58.0
3160,A. Pulido,Sporting Kansas City,8.0,608.0,344.0,522.0,154.0,218.0,57.0
3161,A. Vigo,River Plate,11.0,470.0,345.0,520.0,281.0,190.0,52.0
3162,B. Sigurðarson,Molde FK,6.0,584.0,318.0,547.0,178.0,223.0,62.0
3163,21 M. Bauer,Stoke City,18.0,501.0,343.0,499.0,280.0,199.0,53.0
3164,R. Carrascal,Club Cerro Porteño,650.0,532.0,341.0,477.0,277.0,200.0,47.0
3165,14 N. Anelka,West Bromwich Albion,45.0,664.0,367.0,482.0,127.0,0.0,45.0
3166,Josan,Elche CF,16.0,563.0,341.0,517.0,212.0,197.0,48.0
3167,P. Cornud,Real Oviedo,4.0,554.0,316.0,507.0,261.0,176.0,51.0
3168,R. Ziegler,FC Lugano,4.0,608.0,347.0,410.0,279.0,198.0,24.0
3169,F. Di Francesco,Empoli,45.0,616.0,377.0,491.0,150.0,220.0,42.0
3170,E. Gnahoré,Amiens SC,3.0,565.0,337.0,452.0,257.0,200.0,54.0
3171,M. Coulibaly,US Salernitana 1919,5.0,525.0,332.0,507.0,263.0,198.0,43.0
3172,A. Sarcevic,Bolton Wanderers,3.0,553.0,329.0,491.0,242.0,193.0,64.0
3173,Salvi Sánchez,Cádiz CF,30.0,589.0,373.0,516.0,172.0,202.0,44.0
3174,João Mário,FC Porto,6.0,552.0,330.0,482.0,262.0,187.0,46.0
3175,C. Adam,Dundee FC,2.0,638.0,340.0,385.0,275.0,201.0,36.0
3176,Wagner Orsinho,Fluminense,10.0,543.0,328.0,486.0,264.0,201.0,44.0
3177,20 G. Peñalba,Tiburones Rojos de Veracruz,5.0,597.0,351.0,403.0,272.0,204.0,46.0
3178,Waldo,KSV Cercle Brugge,9.0,624.0,330.0,547.0,156.0,210.0,38.0
3179,21 A. Chávez,Club Atlético Huracán,11.0,629.0,323.0,508.0,184.0,217.0,56.0
3180,C. Pellerano,Independiente del Valle,700.0,544.0,342.0,446.0,292.0,202.0,40.0
3181,M. Santos,Club Atlético Talleres,12.0,602.0,319.0,531.0,178.0,209.0,51.0
3182,G. Defrel,U.S. Sassuolo Calcio,33.0,652.0,367.0,461.0,123.0,229.0,59.0
3183,J. Allen,Coventry City,9.0,490.0,340.0,533.0,259.0,197.0,49.0
3184,E. Choupo-Moting,FC Bayern München,63.0,616.0,364.0,502.0,153.0,226.0,49.0
3185,Z. Tripić,Viking FK,4.0,615.0,332.0,497.0,176.0,197.0,60.0
3186,21 M. Díaz,Estudiantes de La Plata,13.0,602.0,363.0,488.0,169.0,217.0,51.0
3187,Carlos Neva,Granada CF,23.0,482.0,322.0,500.0,299.0,208.0,46.0
3188,M. Ponce,Club Deportivo Guadalajara,22.0,528.0,308.0,507.0,276.0,188.0,57.0
3189,20 C. Pontius,LA Galaxy,3.0,595.0,327.0,473.0,215.0,208.0,61.0
3190,D. Rodríguez,San Lorenzo de Almagro,8.0,531.0,335.0,481.0,281.0,186.0,53.0
3191,S. Kurt,Adana Demirspor,6.0,595.0,334.0,464.0,238.0,188.0,53.0
3192,D. Machado,Racing Club de Lens,16.0,475.0,331.0,552.0,263.0,180.0,56.0
3193,Víctor Gómez,Málaga CF,9.0,501.0,344.0,502.0,266.0,198.0,50.0
3194,A. Mayorga,Club Deportivo Guadalajara,25.0,492.0,330.0,526.0,267.0,197.0,43.0
3195,T. Deeney,Birmingham City,22.0,646.0,346.0,449.0,169.0,231.0,64.0
3196,R. Kent,Rangers FC,46.0,593.0,364.0,539.0,155.0,222.0,43.0
3197,K. Balanta,Gallos Blancos de Querétaro,6.0,443.0,342.0,545.0,279.0,192.0,51.0
3198,O. Benítez,Atlético Tucumán,6.0,532.0,331.0,542.0,220.0,198.0,53.0
3199,P. Stojanović,Empoli,550.0,497.0,346.0,504.0,287.0,184.0,44.0
3200,21 M. Benítez,Club Atlético Independiente,17.0,607.0,363.0,471.0,161.0,220.0,52.0
3201,V. Marchetti,AC Ajaccio,2.0,530.0,340.0,493.0,255.0,193.0,56.0
3202,D. Giannoulis,Norwich City,26.0,481.0,330.0,515.0,285.0,197.0,53.0
3203,F. Schnellhardt,SV Darmstadt 98,6.0,533.0,347.0,509.0,228.0,193.0,62.0
3204,K. Mitoma,Royale Union Saint-Gilloise,40.0,549.0,361.0,500.0,201.0,217.0,56.0
3205,O. Lewicki,Malmö FF,4.0,477.0,320.0,537.0,270.0,195.0,54.0
3206,M. Phillips,West Bromwich Albion,37.0,595.0,352.0,498.0,165.0,208.0,66.0
3207,Nacho Méndez,Real Sporting de Gijón,4.0,550.0,348.0,495.0,237.0,204.0,45.0
3208,K. Nagato,Kashima Antlers,5.0,517.0,327.0,526.0,262.0,190.0,45.0
3209,F. Coman,FCSB (Steaua),12.0,597.0,345.0,530.0,153.0,209.0,60.0
3210,S. Pierotti,Club Atlético Colón,5.0,560.0,346.0,474.0,240.0,218.0,50.0
3211,D. Barinov,FC Lokomotiv Moscow,33.0,484.0,346.0,474.0,303.0,200.0,51.0
3212,21 M. Ricci,Spezia,12.0,504.0,356.0,496.0,259.0,208.0,55.0
3213,Pipa,Huddersfield Town,6.0,527.0,337.0,492.0,264.0,190.0,41.0
3214,16 Dani Estrada,Deportivo Alavés,15.0,502.0,313.0,511.0,277.0,0.0,64.0
3215,19 C. Rodríguez,Club Atlético Colón,4.0,487.0,324.0,527.0,278.0,197.0,65.0
3216,L. Gómez,Argentinos Juniors,7.0,496.0,325.0,542.0,247.0,198.0,52.0
3217,A. Weimann,Bristol City,21.0,595.0,319.0,512.0,201.0,206.0,54.0
3218,J. Ekkelenkamp,Hertha BSC,16.0,537.0,353.0,474.0,241.0,218.0,51.0
3219,R. Rojas,River Plate,12.0,470.0,308.0,539.0,286.0,202.0,57.0
3220,P. Tachtsidis,Al Fayha,14.0,582.0,365.0,391.0,272.0,203.0,62.0
3221,Patric,Lazio,41.0,482.0,343.0,476.0,302.0,201.0,57.0
3222,Edu Expósito,SD Eibar,10.0,507.0,391.0,408.0,291.0,220.0,46.0
3223,T. Kunimoto,Jeonbuk Hyundai Motors,5.0,555.0,365.0,535.0,207.0,194.0,46.0
3224,S. Williams,Portsmouth,5.0,592.0,320.0,443.0,268.0,191.0,51.0
3225,J. Stacey,AFC Bournemouth,21.0,496.0,336.0,505.0,271.0,199.0,54.0
3226,M. Coutadeur,AC Ajaccio,2.0,539.0,343.0,481.0,255.0,208.0,43.0
3227,21 E. Ndoj,Brescia,2.0,554.0,336.0,474.0,261.0,203.0,40.0
3228,D. Worrall,Port Vale,3.0,533.0,310.0,571.0,209.0,185.0,60.0
3229,B. Smeets,Sparta Rotterdam,5.0,573.0,349.0,462.0,251.0,204.0,35.0
3230,A. Artean,FC Farul Constanța,3.0,541.0,305.0,509.0,270.0,190.0,50.0
3231,20 D. Beasley,Houston Dynamo,2.0,544.0,315.0,499.0,263.0,206.0,43.0
3232,R. Oudin,FC Girondins de Bordeaux,19.0,643.0,361.0,508.0,118.0,219.0,51.0
3233,Bernardo,FC Red Bull Salzburg,20.0,479.0,318.0,501.0,290.0,204.0,66.0
3234,K. Nagai,FC Tokyo,5.0,562.0,318.0,584.0,158.0,205.0,58.0
3235,C. Rotondi,Defensa y Justicia,10.0,543.0,337.0,490.0,245.0,212.0,59.0
3236,19 T. Barnetta,FC St. Gallen 1879,10.0,608.0,361.0,427.0,214.0,205.0,59.0
3237,R. Ghezzal,Beşiktaş JK,47.0,641.0,404.0,472.0,122.0,219.0,55.0
3238,Pedrildo Rocha,Sport Club Corinthians Paulista,20.0,622.0,345.0,498.0,165.0,207.0,53.0
3239,S. de Vrij,Inter,145.0,412.0,357.0,501.0,336.0,201.0,52.0
3240,A. Gomes,LOSC Lille,15.0,602.0,357.0,502.0,166.0,208.0,63.0
3241,21 Z. Kalmár,0,0.0,615.0,364.0,444.0,185.0,218.0,54.0
3242,J. Rothwell,Blackburn Rovers,20.0,538.0,353.0,489.0,240.0,197.0,59.0
3243,A. Esswein,SV Sandhausen,4.0,587.0,314.0,493.0,227.0,201.0,56.0
3244,20 F. Zuculini,Venezia FC,3.0,511.0,353.0,493.0,267.0,198.0,47.0
3245,17 Jordi Gómez,Rayo Vallecano,9.0,626.0,371.0,423.0,211.0,207.0,47.0
3246,I. Pillud,Racing Club,7.0,533.0,312.0,479.0,280.0,183.0,55.0
3247,17 J. Makoun,Antalyaspor,9.0,512.0,336.0,490.0,263.0,214.0,54.0
3248,M. Topal,Beşiktaş JK,17.0,558.0,329.0,436.0,285.0,195.0,60.0
3249,Tete Morente,Elche CF,13.0,619.0,348.0,500.0,171.0,191.0,50.0
3250,K. Tete,Fulham,42.0,465.0,328.0,519.0,297.0,193.0,51.0
3251,Caio Alexandre,Vancouver Whitecaps FC,4.0,515.0,357.0,486.0,263.0,194.0,55.0
3252,Eguaras,Real Zaragoza,7.0,539.0,356.0,471.0,259.0,193.0,46.0
3253,21 V. Ćorluka,FC Lokomotiv Moscow,50.0,520.0,332.0,443.0,316.0,196.0,56.0
3254,C. Thompson,Wycombe Wanderers,4.0,480.0,318.0,547.0,275.0,186.0,57.0
3255,R. Matarrita,FC Cincinnati,5.0,489.0,336.0,523.0,277.0,187.0,44.0
3256,Rubén Díez,CD Tenerife,5.0,577.0,329.0,496.0,226.0,201.0,53.0
3257,Joselu,CD Lugo,4.0,598.0,299.0,552.0,203.0,191.0,55.0
3258,H. Nordtveit,TSG Hoffenheim,24.0,543.0,344.0,427.0,292.0,198.0,54.0
3259,D. Rensch,Ajax,3.0,460.0,344.0,519.0,283.0,206.0,47.0
3260,K. Peterson,Fortuna Düsseldorf,18.0,625.0,345.0,525.0,147.0,201.0,57.0
3261,Diego Oliveira,FC Tokyo,10.0,612.0,359.0,496.0,166.0,211.0,52.0
3262,J. Jones,Inter Miami CF,4.0,498.0,341.0,521.0,261.0,196.0,49.0
3263,21 N. Schouterden,KAS Eupen,5.0,551.0,327.0,489.0,251.0,194.0,49.0
3264,A. Cardozo Lucena,Club Cerro Porteño,650.0,516.0,356.0,465.0,271.0,205.0,52.0
3265,T. Lindenhahn,Hallescher FC,1.0,518.0,302.0,545.0,259.0,178.0,63.0
3266,H. Morita,Santa Clara,6.0,490.0,369.0,472.0,282.0,204.0,44.0
3267,18 R. Rogers,LA Galaxy,5.0,548.0,323.0,472.0,269.0,199.0,51.0
3268,I. Mboyo,KAA Gent,16.0,614.0,351.0,480.0,178.0,214.0,61.0
3269,E. García,Club Atlético de San Luis,10.0,514.0,307.0,535.0,266.0,180.0,61.0
3270,M. Pouraliganji,Shenzhen FC,6.0,508.0,333.0,483.0,276.0,190.0,63.0
3271,A. Aouchiche,AS Saint-Étienne,9.0,561.0,381.0,466.0,206.0,215.0,46.0
3272,K. Onose,Gamba Osaka,7.0,561.0,330.0,490.0,238.0,202.0,52.0
3273,M. Erdinç,Fatih Karagümrük S.K.,9.0,615.0,322.0,504.0,186.0,213.0,53.0
3274,20 L. Cavanda,Standard de Liège,8.0,527.0,317.0,480.0,285.0,204.0,53.0
3275,J. Bogle,Sheffield United,17.0,460.0,344.0,522.0,276.0,212.0,49.0
3276,F. Moubandje,Dinamo Zagreb,500.0,489.0,333.0,518.0,276.0,194.0,59.0
3277,Carlos Mané,Yukatel Kayserispor,12.0,597.0,346.0,520.0,171.0,203.0,60.0
3278,Nuno Tavares,Arsenal,24.0,519.0,320.0,521.0,256.0,205.0,52.0
3279,21 Y. Bammou,Stade Malherbe Caen,6.0,611.0,347.0,472.0,216.0,204.0,53.0
3280,G. Rodríguez,Real Betis Balompié,24.0,512.0,350.0,405.0,323.0,201.0,59.0
3281,André Almeida,Vitória de Guimarães,6.0,513.0,356.0,505.0,247.0,215.0,40.0
3282,M. Polidar,AC Sparta Praha,500.0,527.0,332.0,495.0,266.0,200.0,47.0
3283,21 D. Di Gennaro,Lazio,14.0,589.0,339.0,465.0,225.0,197.0,54.0
3284,M. Hallberg,Hibernian,2.0,573.0,325.0,472.0,256.0,196.0,45.0
3285,21 L. Antonelli,Empoli,3.0,520.0,338.0,482.0,269.0,200.0,47.0
3286,14 Pablo,Real Madrid Castilla,8.0,601.0,335.0,481.0,196.0,0.0,64.0
3287,Sergio León,Real Valladolid CF,11.0,636.0,341.0,496.0,154.0,221.0,48.0
3288,D. Verde,Spezia,17.0,634.0,350.0,487.0,154.0,213.0,54.0
3289,L. Donnelly,Motherwell,2.0,546.0,314.0,479.0,259.0,187.0,75.0
3290,F. Di Santo,San Lorenzo de Almagro,12.0,612.0,345.0,483.0,185.0,216.0,46.0
3291,20 V. Dragomir,Perugia,1.0,575.0,332.0,496.0,215.0,196.0,53.0
3292,J. David,LOSC Lille,31.0,616.0,378.0,564.0,90.0,235.0,39.0
3293,G. Plata,Real Valladolid CF,10.0,568.0,341.0,522.0,185.0,224.0,57.0
3294,A. Ömür,Trabzonspor,20.0,586.0,366.0,523.0,166.0,191.0,57.0
3295,21 L. Azouni,CD Nacional,5.0,502.0,342.0,504.0,275.0,185.0,58.0
3296,Daniel Podence,Wolverhampton Wanderers,79.0,535.0,391.0,535.0,147.0,231.0,58.0
3297,J. Portillo,Unión de Santa Fe,5.0,475.0,318.0,546.0,287.0,173.0,45.0
3298,S. Weissman,Real Valladolid CF,14.0,637.0,341.0,516.0,139.0,235.0,43.0
3299,20 R. Elm,Kalmar FF,3.0,628.0,352.0,384.0,241.0,217.0,58.0
3300,S. Otálvaro,Club Olimpia,1.0,479.0,348.0,507.0,270.0,201.0,55.0
3301,A. Al Obaid,Al Nassr,10.0,559.0,312.0,529.0,241.0,165.0,52.0
3302,Y. Ravet,Grenoble Foot 38,7.0,596.0,358.0,497.0,165.0,218.0,61.0
3303,N. Gießelmann,1. FC Union Berlin,13.0,535.0,312.0,499.0,272.0,192.0,54.0
3304,Y. Konoplyanka,Shakhtar Donetsk,950.0,639.0,352.0,504.0,146.0,219.0,49.0
3305,S. Okazaki,FC Cartagena,4.0,591.0,349.0,470.0,221.0,215.0,42.0
3306,E. Hestad,Molde FK,5.0,553.0,350.0,504.0,218.0,208.0,46.0
3307,D. Wotherspoon,St. Johnstone FC,5.0,554.0,354.0,490.0,226.0,199.0,53.0
3308,Nico Melamed,RCD Espanyol de Barcelona,12.0,584.0,367.0,511.0,173.0,204.0,52.0
3309,R. Niyaz,Gazişehir Gaziantep F.K.,9.0,533.0,352.0,485.0,240.0,203.0,50.0
3310,S. Ghoddos,Brentford,21.0,625.0,344.0,453.0,203.0,205.0,49.0
3311,21 C. Clemens,SV Darmstadt 98,10.0,606.0,338.0,482.0,187.0,202.0,55.0
3312,I. Moriba,RB Leipzig,17.0,507.0,369.0,470.0,258.0,208.0,60.0
3313,F. Magnanelli,U.S. Sassuolo Calcio,19.0,540.0,344.0,411.0,316.0,209.0,43.0
3314,S. Longstaff,Newcastle United,23.0,558.0,360.0,436.0,248.0,213.0,53.0
3315,R. Rep,Sepsi OSK Sf. Gheorghe,6.0,580.0,343.0,448.0,230.0,199.0,61.0
3316,21 Rúben Micael,CD Nacional,5.0,619.0,356.0,423.0,219.0,214.0,55.0
3317,J. Hernández,LA Galaxy,12.0,628.0,337.0,507.0,139.0,250.0,58.0
3318,M. Lanzini,West Ham United,64.0,633.0,395.0,474.0,136.0,221.0,51.0
3319,21 B. Hämäläinen,Lyngby BK,4.0,559.0,324.0,481.0,261.0,194.0,42.0
3320,G. Taylor,Celtic,21.0,483.0,327.0,541.0,275.0,174.0,57.0
3321,Fabrício Baiano,Çaykur Rizespor,10.0,453.0,312.0,570.0,292.0,168.0,56.0
3322,20 Charles,SD Eibar,21.0,652.0,335.0,480.0,146.0,236.0,53.0
3323,M. Duelund,N.E.C. Nijmegen,500.0,571.0,346.0,516.0,199.0,195.0,62.0
3324,M. James,Bristol City,18.0,559.0,352.0,433.0,262.0,201.0,54.0
3325,A. Warda,PAOK,1.0,610.0,362.0,486.0,161.0,207.0,51.0
3326,21 Leonardo,Shandong Taishan,16.0,616.0,355.0,531.0,136.0,214.0,56.0
3327,A. Ramos,América de Cali,3.0,617.0,325.0,504.0,166.0,226.0,56.0
3328,E. Velarde,Club Universidad Nacional,5.0,550.0,319.0,481.0,267.0,188.0,50.0
3329,17 Arbeloa,West Ham United,70.0,510.0,315.0,462.0,310.0,213.0,51.0
3330,M. Potzmann,LASK Linz,11.0,529.0,321.0,506.0,261.0,193.0,54.0
3331,21 R. Edwards,Busan IPark,2.0,520.0,327.0,529.0,248.0,180.0,56.0
3332,21 J. Zmrhal,Brescia,3.0,578.0,342.0,475.0,223.0,191.0,58.0
3333,J. Damm,Atlanta United,6.0,548.0,329.0,555.0,188.0,202.0,60.0
3334,R. Zambrano,Portland Timbers,3.0,526.0,343.0,505.0,257.0,188.0,45.0
3335,G. Pizarro,Tigres U.A.N.L.,37.0,519.0,342.0,436.0,303.0,205.0,57.0
3336,F. Kamano,FC Lokomotiv Moscow,43.0,613.0,346.0,506.0,153.0,217.0,59.0
3337,Akapo,Cádiz CF,22.0,497.0,297.0,544.0,283.0,176.0,51.0
3338,K. Drygas,Pogoń Szczecin,3.0,575.0,326.0,458.0,273.0,194.0,40.0
3339,18 N. de Jong,1. FSV Mainz 05,20.0,493.0,346.0,498.0,310.0,202.0,14.0
3340,J. Pi,Dijon FCO,2.0,524.0,329.0,497.0,259.0,193.0,55.0
3341,L. Verstraete,Royal Antwerp FC,5.0,558.0,339.0,468.0,265.0,191.0,42.0
3342,T. Domgjoni,Vitesse,4.0,530.0,326.0,498.0,254.0,199.0,56.0
3343,F. Pizzini,Defensa y Justicia,14.0,592.0,371.0,510.0,161.0,217.0,48.0
3344,K. Løkberg,Viking FK,2.0,503.0,323.0,535.0,257.0,195.0,57.0
3345,A. Elis,FC Girondins de Bordeaux,16.0,587.0,352.0,552.0,153.0,216.0,41.0
3346,C. Forrester,St. Patrick's Athletic,1.0,546.0,337.0,489.0,238.0,192.0,64.0
3347,S. Grahovac,SK Rapid Wien,13.0,537.0,316.0,483.0,272.0,189.0,53.0
3348,19 L. Marković,Fulham,40.0,601.0,365.0,507.0,166.0,215.0,45.0
3349,C. Guanca,Al Ain FC,1.0,585.0,361.0,516.0,163.0,214.0,52.0
3350,21 Aday Benítez,Girona FC,7.0,524.0,344.0,464.0,265.0,202.0,59.0
3351,16 D. Milito,Racing Club,60.0,668.0,381.0,464.0,109.0,0.0,57.0
3352,21 A. Mazzotta,Crotone,6.0,537.0,321.0,498.0,258.0,194.0,51.0
3353,Bruno Xadas,Clube Sport Marítimo,6.0,611.0,354.0,472.0,194.0,203.0,58.0
3354,Y. Ideguchi,Gamba Osaka,6.0,496.0,338.0,504.0,271.0,193.0,56.0
3355,K. Magennis,Hibernian,2.0,552.0,329.0,504.0,244.0,182.0,51.0
3356,D. Tijanić,Göztepe SK,6.0,577.0,342.0,516.0,221.0,179.0,43.0
3357,D. Yearwood,New York Red Bulls,2.0,465.0,319.0,570.0,262.0,185.0,56.0
3358,C. Knasmüllner,SK Rapid Wien,17.0,574.0,351.0,528.0,192.0,202.0,46.0
3359,A. Bassi,FC Metz,11.0,589.0,355.0,480.0,214.0,200.0,48.0
3360,J. Price,Colorado Rapids,6.0,512.0,351.0,470.0,278.0,196.0,57.0
3361,K. Gutiérrez,Defensa y Justicia,5.0,484.0,338.0,536.0,262.0,178.0,58.0
3362,Ailton Valpaços,São Paulo,24.0,524.0,316.0,484.0,297.0,191.0,49.0
3363,P. Olsen,Aarhus GF,8.0,526.0,346.0,486.0,241.0,206.0,56.0
3364,G. Arteaga,KRC Genk,11.0,484.0,338.0,525.0,271.0,201.0,36.0
3365,Q. Bernard,AJ Auxerre,5.0,499.0,339.0,507.0,270.0,184.0,63.0
3366,V. Pavlidis,AZ Alkmaar,9.0,589.0,313.0,537.0,173.0,208.0,61.0
3367,20 G. Cano,Independiente Medellín,6.0,638.0,349.0,495.0,125.0,235.0,51.0
3368,Santi Comesaña,Rayo Vallecano,13.0,511.0,356.0,461.0,275.0,208.0,45.0
3369,21 M. Farrero,0,0.0,560.0,326.0,497.0,221.0,204.0,58.0
3370,21 Jonatan Soriano,C.D. Castellón,7.0,661.0,364.0,468.0,149.0,221.0,43.0
3371,J. Torres Nilo,Deportivo Toluca,13.0,513.0,302.0,509.0,292.0,190.0,58.0
3372,Artur,Columbus Crew,7.0,478.0,353.0,492.0,294.0,199.0,40.0
3373,R. Hennings,Fortuna Düsseldorf,19.0,657.0,310.0,464.0,180.0,215.0,63.0
3374,21 C. Mavrias,0,0.0,548.0,328.0,500.0,238.0,191.0,54.0
3375,D. Moberg Karlsson,AC Sparta Praha,1.0,613.0,364.0,528.0,117.0,222.0,50.0
3376,Gao Lin,Shenzhen FC,3.0,591.0,331.0,493.0,217.0,201.0,46.0
3377,F. Madrigal,Club América,19.0,536.0,333.0,475.0,258.0,201.0,55.0
3378,20 S. Gleeson,Aberdeen,2.0,565.0,318.0,485.0,255.0,189.0,52.0
3379,L. Schaub,1. FC Köln,22.0,577.0,376.0,489.0,177.0,201.0,61.0
3380,M. Gibbs-White,Sheffield United,31.0,541.0,365.0,480.0,224.0,210.0,54.0
3381,K. Diks,F.C. København,14.0,469.0,318.0,537.0,271.0,198.0,56.0
3382,A. Djiku,RC Strasbourg Alsace,21.0,449.0,338.0,519.0,302.0,201.0,48.0
3383,21 T. Bruns,Vitesse,7.0,548.0,339.0,480.0,250.0,200.0,60.0
3384,S. Szmodics,Peterborough United,6.0,528.0,331.0,558.0,199.0,195.0,62.0
3385,18 E. Braafheid,FC Utrecht,9.0,527.0,320.0,479.0,281.0,199.0,54.0
3386,J. Moreno,D.C. United,5.0,552.0,333.0,468.0,272.0,194.0,40.0
3387,M. Lund,Salford City,5.0,535.0,322.0,490.0,265.0,194.0,54.0
3388,Rodolfo Pittaça,Cuiabá,12.0,630.0,342.0,453.0,189.0,225.0,52.0
3389,21 Ailton,FC Midtjylland,11.0,537.0,298.0,508.0,277.0,189.0,49.0
3390,Brian Oliván,RCD Mallorca,13.0,517.0,307.0,500.0,275.0,193.0,61.0
3391,P. Herrmann,Borussia Mönchengladbach,24.0,624.0,363.0,480.0,167.0,214.0,50.0
3392,T. Conlon,Port Vale,4.0,523.0,324.0,522.0,249.0,189.0,54.0
3393,Teixe Gaúcho,Cuiabá,8.0,466.0,324.0,524.0,282.0,200.0,57.0
3394,K. Dempsey,Gillingham,5.0,516.0,336.0,514.0,247.0,197.0,54.0
3395,S. Diarra,En Avant de Guingamp,5.0,459.0,349.0,522.0,272.0,196.0,56.0
3396,S. Hanca,Cracovia,4.0,549.0,319.0,532.0,251.0,192.0,39.0
3397,12 A. Akman,Galatasaray SK,6.0,544.0,359.0,422.0,296.0,0.0,47.0
3398,F. Kiss,Ettifaq FC,22.0,540.0,344.0,439.0,291.0,186.0,52.0
3399,20 H. Toledo,Club Atlético Banfield,10.0,572.0,354.0,502.0,204.0,202.0,53.0
3400,J. Lopy,FC Sochaux-Montbéliard,3.0,507.0,320.0,519.0,262.0,189.0,64.0
3401,F. Tait,Stade Rennais FC,43.0,589.0,374.0,489.0,163.0,226.0,58.0
3402,C. Reilly,Leyton Orient,4.0,543.0,317.0,479.0,275.0,185.0,57.0
3403,19 N. Pareja,Club Atlas,20.0,602.0,342.0,338.0,310.0,200.0,70.0
3404,G. Belaud,Paris FC,4.0,502.0,321.0,489.0,281.0,203.0,61.0
3405,21 S. Downing,Blackburn Rovers,15.0,638.0,362.0,408.0,199.0,203.0,63.0
3406,21 S. Bender,Bayer 04 Leverkusen,59.0,450.0,330.0,480.0,328.0,209.0,57.0
